PM2.5,PM10,NO2,SO2,CO,O3,AQI
142.35,56.24,89.95,1.6,8.11,78.33,317.4230769
44.25,22.72,99.9,45.99,7.74,179.13,226.974359
84.92,167.41,41.29,44.69,4.62,100.36,180.7333333
128.11,69.22,28.75,11.18,9.29,54.57,306.4692308
143.05,11.75,35.45,44.32,6.41,75.33,317.9615385
140.7,28.2,49.23,34.06,7.23,85.77,316.1538462
59.4,10.16,35.23,13.55,5.39,100.74,98.33333333
63.47,185.2,5.88,48.91,1.46,157.9,185.9253731
30.8,124.87,83.03,31.69,1.19,38.41,116.9133333
100.41,187.87,73.58,10.44,1.84,178.67,232.3666667
137.03,172.77,70.02,39.09,3.2,155.27,313.3307692
20.56,169.36,35.88,34.18,8,149.95,174.0597015
29.88,22.53,38,38.92,8.79,157.26,184.9701493
26.27,49.59,63.71,44.13,4.12,191.72,259.2564103
142.23,166.52,86.11,42.14,6.12,17.88,317.3307692
77.86,172.66,13.79,14.87,4.88,106.99,157.2
98.15,74.27,60.02,24.95,6.62,166.44,224.8333333
25.28,14.14,99.84,36.7,5.85,39.38,119.84
79.96,173,74.77,44.56,1.57,64.08,164.2
9.73,15.92,98.65,25.54,7.38,170.82,205.6666667
73.31,76.06,9.75,23.55,9.94,78.31,142.0333333
45.05,41.78,59.15,17.39,9.3,199.39,278.9230769
98.86,134.37,89.32,9.9,6.36,178.1,227.2
37.53,128.63,42.32,31,4.9,11.6,119.42
113.68,193.4,18.8,3.03,3.65,61.48,276.6
46.54,166.89,96.39,36.31,0.48,41.54,144.9266667
24.69,11.17,21.1,47.8,9.57,14.99,59.5
18.75,182.51,76.2,6.05,7.6,97.94,155.34
80.61,13.43,44.17,41.05,1.59,98.29,166.3666667
30.85,53.66,43.14,47.6,3.74,66.86,66.86
54.28,33.53,11.74,18.7,3.85,159,187.5671642
129.7,45.84,36.32,13.97,7.98,162.74,307.6923077
13.46,72.79,63.69,32.1,7.37,91.14,91.14
82.2,116.51,33.83,20.41,9.29,28.14,171.6666667
78.12,23.49,53.69,17.59,5.14,35.76,158.0666667
59.75,142.8,19.02,8.67,8.36,44.07,128.8666667
12.36,140.56,7.24,7.01,4.24,154.76,181.238806
22.5,67.3,45.28,39.45,2.32,120.77,130.5074627
107.87,125.07,23.34,24.27,9.87,71.86,257.2333333
67.6,77.55,46.49,24.5,6.72,36.74,123
125.06,197.15,95.49,40.75,8.19,113.74,304.1230769
52.59,191.97,40.42,13.92,4.49,157.98,186.0447761
98.99,113.39,10.18,13.79,8.18,97.29,227.6333333
138.47,172.25,77.52,17.74,7.73,116.89,314.4384615
65.61,99.72,46.86,30.81,8.39,118.41,126.9850746
140.36,176.15,25.66,23.63,6.91,112.82,315.8923077
106.95,142.67,16.22,46.43,5.34,55.48,254.1666667
38.8,46.33,23.06,36.85,2.63,144.92,166.5522388
119.69,135.42,42.02,3.01,9.5,159.78,296.6333333
120.58,103,61.5,41.43,4.92,119.49,128.5970149
91.83,33.42,71.39,48.04,8.98,184.1,239.7179487
18.44,111.27,6.68,1.7,2.81,169.71,202.8205128
31.89,65.76,88.06,40.39,4.28,27.92,108.06
135.59,183.23,55.71,28.91,1.36,128.47,312.2230769
91.65,36.44,57.97,40.35,7.6,83.29,203.1666667
108.06,46.08,22.17,38.14,9.36,96.06,257.8666667
104.6,151,49.75,25.44,4.58,192.42,261.0512821
37.12,61.81,95.12,48.37,3.06,62.94,115.12
7.74,42.5,11.76,16.66,9.93,17.31,42.5
128.7,74.97,44.36,10.16,7.24,89.8,306.9230769
108.22,134.02,12.5,36.53,6.16,171.31,258.4
78.4,17.46,7.33,30.72,7.16,82.04,159
78.46,15.4,55.83,16.53,0.75,32.33,159.2
114.11,105.56,89.85,26.8,9.27,195.56,278.0333333
103.92,14.66,83.28,42.63,7.91,159.03,244.0666667
18.62,154.97,8.23,45.18,1.26,166.02,198.0447761
104.22,192.12,65.04,40.25,6.17,129.81,245.0666667
149.65,82.11,33.57,5.5,6.64,178.39,323.0384615
110.39,161.57,92.96,25.41,4.76,105.99,265.6333333
141.57,92.14,49.93,39.22,2.2,99,316.8230769
58.89,117.83,98.97,20.82,6.55,162.27,192.4477612
102.51,44.38,49.12,14.91,8.11,176.49,239.3666667
76.01,98.4,87.66,14.14,7.97,57.29,151.0333333
115.54,136.72,78.85,16.1,1.9,166.43,282.8
9.03,44.97,54.84,8.29,8.18,148.51,171.9104478
43.9,133.34,69.7,24.65,4.17,88.17,122.56
125.6,28.66,45.31,34.78,4.84,150.02,304.5384615
26.9,38.99,23.99,11.31,8.27,123.27,134.238806
119.57,63.31,20.35,6.41,0.18,173.84,296.2333333
119.29,28.48,33.27,30.43,9.49,129.34,295.3
48.1,44.86,87.04,19.36,0.17,148.11,171.3134328
141.51,140.73,8.4,23.94,7.57,47.1,316.7769231
139.59,82.7,76.45,28.55,6.43,30.91,315.3
111.58,178.28,73.39,44.97,1.7,138.83,269.6
42.39,105.09,58.92,9.66,4.92,138.09,156.358209
118.74,41.45,27.16,43.78,0.42,195.94,293.4666667
52.99,79.9,42,12.11,9.45,86.71,87.65
67.12,110.73,94.27,32.88,3.89,151.59,176.5074627
41.52,166.09,6.59,23.87,3.6,14.39,144.3933333
15.79,93.13,63.05,33.9,7.96,79.97,93.13
58.76,190.38,25.18,16.28,1.02,183.08,237.1025641
67.85,108.38,67.98,32.69,5.95,170.87,205.7948718
120.76,142.71,63.25,25.63,7.93,20.54,128.8066667
138.9,24.1,65.12,20.7,3.8,151.56,314.7692308
32.65,184.71,44.6,2.71,2.38,124.66,156.8066667
71.98,101.29,9.06,4.55,1.29,184.53,240.8205128
9.5,107.5,58.48,4.53,1.54,155.19,181.880597
80.24,39.4,74.62,32.12,3.5,181.96,234.2307692
42.63,181.62,18.21,7.42,2.94,22.71,154.7466667
36.56,121.87,13.84,40.62,0.11,45.85,114.9133333
38.02,94.86,22.23,47.71,7.37,154.66,181.0895522
95.85,100.56,14.91,31.56,9.22,176.19,219.4358974
81.44,173.02,26.89,9.87,5.92,171.73,208
75.18,117.38,70.36,15.79,0.37,130.34,148.2666667
141.04,101.91,16.8,12,5.4,196.22,316.4153846
101.57,61.25,94.34,6.46,8.77,48.22,236.2333333
54.39,138.59,74.8,38.91,0.78,123.5,134.5820896
116.03,198.89,28.25,27.41,9.86,53.89,284.4333333
127.91,187.36,70,20.58,4.2,171.67,306.3153846
18.7,122.12,81.59,31.43,0.43,81.22,115.08
109.78,73.08,63.45,11.11,8.82,99.13,263.6
55.66,131.52,69.34,44.42,9.48,126.36,138.8507463
24.4,57.5,85.06,41.03,4.71,146.13,168.358209
105.39,105.63,49.45,13.38,7.64,115.88,248.9666667
81.46,103.45,16.18,8.06,1.09,149.55,173.4626866
83.81,123.98,10.12,2.36,8.75,46.11,177.0333333
110.25,47.46,93.6,14.26,0.88,153.94,265.1666667
8.49,135.81,13.37,19.5,9.69,163.02,193.5671642
54.33,33.68,52.24,44.08,3.85,156,183.0895522
16.76,142.36,25.16,37.43,5.42,191.71,259.2307692
90.31,25.94,44.59,20.44,5.27,97.25,97.25
16.2,15.39,85.57,24.13,6.68,115.51,122.6567164
45.9,181.16,45.46,39.68,8.44,61.72,154.44
120.33,17.48,91.42,28.19,9.33,158.29,186.5074627
12.66,98.69,66.48,11.08,3.36,23.9,98.69
8.2,46.42,92.16,2.8,7.77,112.15,117.641791
51.38,117.81,95.35,21.32,3.67,106.72,115.35
136.1,45.8,85.16,2.16,6.96,91.15,312.6153846
46.94,140.29,66.56,12.22,5.66,143.04,163.7462687
48.45,161.38,62.97,9.47,2.72,171,206.1282051
65.48,72.21,31.12,42.28,6.12,166.75,199.1343284
129.05,121.79,31.15,6.58,2.52,113.91,307.1923077
54.47,192.62,65.02,1.05,3.76,197.13,273.1282051
122.59,110.84,59.24,10.37,8.32,183.72,302.2230769
90.14,73.44,59.23,11.72,5.19,144.07,165.2835821
108.99,64.13,78.24,3.86,7.45,119.66,260.9666667
113.68,184.47,49.27,38.37,8.37,41.84,276.6
78.1,196.71,20.84,36.43,9.07,23.92,164.8066667
113.5,84.35,95.46,11.4,7.65,22.39,276
41.62,108.22,13.34,13.63,1.2,105.58,107.8358209
74.45,98.98,87.09,37.63,5.46,63.86,145.8333333
85.54,136.65,43.39,15.5,0.69,119.46,182.8
5.45,27.59,54.49,32.14,8.6,153.73,179.7014925
132.14,63.82,87.49,4.56,2.88,189.07,309.5692308
60.67,117.57,64.04,9.66,7.04,112.53,118.2089552
44.81,107.93,25.25,21.68,1.95,112.3,117.8656716
104.09,30.83,71.12,16.26,3.93,75.7,244.6333333
111.07,176.92,97.83,48.5,4.14,75.14,267.9
135.16,60.8,76,7.28,1.13,169.8,311.8923077
8.12,153.06,38.59,49.13,2.74,27.24,135.7066667
45.22,99.87,42.27,15.26,3.75,11.66,99.87
18.41,195.86,61.77,46.65,8.69,129.92,164.24
104.55,39,6.39,5.29,6.07,167.72,246.1666667
114.81,43.84,48.49,11.99,0.47,35.53,280.3666667
79.32,22.36,73.84,48.22,2.88,100.65,162.0666667
80.99,102.01,58.69,27,0.79,156.6,183.9850746
103.81,27.87,81.6,24.15,6.72,28.46,243.7
48.58,196,67.36,16.98,2.74,148.11,171.3134328
135.83,93.46,94.48,4.93,9.36,123.55,312.4076923
115.67,113.25,50.81,23.85,2.51,107.08,283.2333333
116.05,171.38,67.17,49.17,4.02,71.33,284.5
14.89,62.64,17.91,31.07,7.51,86.51,86.51
66.31,161.07,40.65,21.16,1.86,131.45,146.4477612
44.2,185.76,21.02,13.75,8.6,131.88,157.5066667
30.27,141.24,96.89,16.77,6.08,112.01,127.8266667
27.24,81.92,99.41,30.02,8.29,124.31,135.7910448
78,107.39,44.82,40.16,7.41,93.82,157.6666667
135.99,184.1,72.87,37.43,0.49,75.52,312.5307692
109.89,42.41,25.47,14.58,0.79,101.16,263.9666667
148.98,156.67,14.75,22.46,5.2,153.76,322.5230769
146.66,138.02,62.89,32.13,9.19,100.63,320.7384615
137.68,138.63,96.1,17.13,3.38,15.83,313.8307692
59.77,188.71,5.15,7.48,3.86,100.84,159.4733333
62.49,194.18,19.42,6.44,8.52,109.25,163.12
8.49,192.28,17.33,2.97,7.06,40.33,161.8533333
109.74,176.9,87.83,37.38,0.82,34.14,263.4666667
14.91,176.58,11.76,36.82,8.57,199.63,279.5384615
76.66,162.89,24.17,33.62,7.51,166.3,198.4626866
89.07,93.49,36.41,29.77,4.49,15.59,194.5666667
45.77,16.94,71.15,34.87,8.05,47.33,88.6875
29.99,51.03,5.01,23.41,2.34,66.93,66.93
49.54,21.06,14.91,37.89,9.92,16.48,81.9
71.76,12.57,50.27,41.85,2.99,135.41,152.358209
125.5,164.13,45.17,22.74,0.67,129.49,304.4615385
89.39,124.83,88.82,7.57,9.72,151.68,195.6333333
94.02,196.27,83.2,23.25,1.55,29.34,211.0666667
95.96,24.75,49.71,19.97,8.18,101.28,217.5333333
46.72,56.71,7.1,17.77,6.11,65.69,77.2
65.62,191.71,23.3,23.69,0.1,75.72,161.4733333
113.06,73.09,48.15,31.31,6.2,196.21,274.5333333
110.83,136.39,55.17,33.56,8.94,20.1,267.1
95.94,174.39,85.44,9.74,3.53,104.84,217.4666667
18.65,113.01,13.51,21.26,6.69,153.76,179.7462687
54.04,78.16,85.08,18.63,9.29,172.79,210.7179487
48.38,177.13,92.11,45.74,2.94,189.58,253.7692308
56.24,61.3,69.25,11.62,7.11,196.65,271.8974359
22.38,125.29,5.96,3.82,9.07,157.24,184.9402985
136.83,153.2,8.07,49.15,0.19,52.46,313.1769231
128.68,196.32,95.5,4.46,3.57,152.06,306.9076923
88.69,77.95,8.3,38.44,2.29,159.09,193.3
142.4,190.27,90.87,11.66,9.07,132.62,317.4615385
112.17,107.82,50.15,24.3,5.14,132.45,271.5666667
54.04,49.61,19.51,11.59,6.01,179.46,227.8205128
72.43,198.37,86.56,31.78,4.38,188.16,250.1282051
131.25,119.75,67.39,34.48,3.8,111.23,308.8846154
17.48,73.4,69.12,21.08,7.77,49.24,86.15
78.65,143.24,85.25,30.16,2.56,189.95,254.7179487
41.38,180.25,80.51,45.77,3.72,119.87,153.8333333
126.89,107.79,27.77,8.17,9.26,40.04,305.5307692
116.53,34.49,48.19,9.66,8.34,148.89,286.1
17.63,38.81,52.48,16.29,4.55,135.92,153.119403
39.2,113.91,18.9,33.56,6.69,50.95,109.6066667
129.43,87.56,50.74,33.35,8.31,76.07,307.4846154
10.38,152.92,84.76,18.13,5.9,190.54,256.2307692
96.78,99.03,97.67,28.82,8.32,137.05,220.2666667
7.36,189.82,9.25,1.97,4.12,138.84,160.2133333
85.88,165.54,78.32,44.21,8.3,149.28,183.9333333
46.82,41.33,28.78,1.02,7.77,145.85,167.9402985
115.04,121.97,71.81,49.32,7.13,24.72,281.1333333
89.18,121.75,58.6,10.92,4.22,65.1,194.9333333
32.57,195.67,81.11,7.51,4.14,132.79,164.1133333
32.29,112.39,64.84,16.66,5.34,91.92,108.5933333
47.54,45.47,83.6,15.8,6.43,170.52,204.8974359
19,157.19,52.73,33.27,6.83,101.68,138.46
127.71,174.14,15.59,48.75,4.03,71.16,306.1615385
114.68,83.51,93.08,39.23,6.77,103.45,279.9333333
89.12,43.8,15.17,41.03,0.57,91.26,194.7333333
126.59,193.26,87.17,44.9,4.01,97.72,305.3
54.83,102.93,21.91,6.83,0.96,158.48,186.7910448
24.28,196.38,74.67,3.08,1.84,29.03,164.5866667
113.4,178.21,93.16,30.11,2.83,15.8,275.6666667
44.4,23.54,31.67,40.04,9.23,192.74,261.8717949
116.42,112.6,25.52,3.16,3.55,55.5,285.7333333
105.66,90.46,70.4,9.26,4.68,91.31,249.8666667
21.1,122.84,51.81,29.83,5.37,47.29,115.56
50.31,27.28,96.71,2.95,2.04,100.42,116.71
114.61,70.98,30.84,23.86,4.09,180.5,279.7
117.45,43.74,27.81,5.3,1.9,194.41,289.1666667
15.07,195.23,44.98,21.67,7.71,192.85,262.1538462
96.19,91.76,30.52,10.39,7.54,80.33,218.3
70.77,56.34,57.25,45.92,9.87,62.7,133.5666667
47.92,166.41,82.87,25.7,6.78,197.31,273.5897436
8.67,115.75,94.47,41.93,7.55,192.17,260.4102564
15.34,45.1,47.64,20.59,1.3,119.86,129.1492537
101.53,79.96,67.22,37.46,4.97,135.63,236.1
90.08,128.64,42.02,23.73,5.4,28.17,119.4266667
92.84,155.11,8.99,11.29,2.22,71.12,207.1333333
96.33,28.84,72.73,43.22,4.07,53.81,218.7666667
66.98,40.84,11.56,24.9,5.24,154.62,181.0298507
25.39,190.1,90.36,29,6.67,97.65,160.4
71.07,36.01,5.27,1.34,9.78,143.28,164.1044776
45.15,134.19,95.41,34.3,1.19,170.65,205.2307692
58.94,29.27,10.56,7.01,2.27,181.04,231.8717949
127.05,70.09,92.17,13.25,3.35,156.27,305.6538462
106.63,167.91,34.78,24.04,1.26,116.21,253.1
139.06,169.58,30.47,49.42,8.52,24.54,314.8923077
28.36,72.95,21.96,21.97,9.41,124.28,135.7462687
110.72,194.19,12.23,37.05,8.6,42.54,266.7333333
64.64,86.98,65.02,48.8,7.77,134.4,150.8507463
43.75,117.83,25.11,26.39,8.33,189.78,254.2820513
74.99,128.8,6.68,4.6,0.9,144.35,165.7014925
142.05,87.44,9.19,23.59,3.69,117.81,317.1923077
46.4,78.22,69.69,48.95,6.56,140.21,159.5223881
110.18,160.63,12.01,49.71,1.85,143,264.9333333
71.4,184.07,77.15,21.19,2.19,178.46,225.2564103
19.47,190.21,56.06,2.33,0.1,94.22,160.4733333
138.59,119.29,83.05,24.31,0.85,140.64,314.5307692
10.29,164.74,28.06,11.11,2.7,131.26,146.1641791
55.16,21.7,57.14,21.25,5.75,161.52,191.3283582
79.24,55.89,57.12,34.46,6.77,136.4,161.8
126.4,108.47,70.99,26.08,7.96,84.41,305.1538462
138.41,51.68,24.67,32.32,9.94,63.5,314.3923077
8.2,173.35,86.27,17.15,0.53,106.79,149.2333333
135.83,185.73,79.47,13.54,2.11,93.41,312.4076923
34.89,149.08,80.77,10.37,5.53,24.62,133.0533333
32.19,52.46,35.33,29.49,1.36,27.9,52.98333333
26.59,51.67,33.83,5,6.33,59.2,59.2
64,186.99,79.38,26.07,1.84,64.93,158.3266667
55.03,117.36,48.44,28.48,7.11,87.01,111.9066667
20.98,137.7,5.15,15.37,5.22,166.72,199.0895522
10.83,91.64,39.5,48.58,4.2,104.79,106.6567164
21.62,34.16,77.69,21.54,2.37,77.73,96.8625
46.08,112.92,75.22,6.7,8.56,153.97,180.0597015
12.31,187.03,75.1,32.31,3.43,142.25,162.5671642
89.91,80.53,11.32,41.45,6.68,147.99,197.3666667
58.33,43.29,18.14,24.64,6.55,193.96,265
92.91,32.99,62.61,27.03,7.9,53.73,207.3666667
68.6,60.2,83.8,10.47,9.7,90.04,126.3333333
46.97,198.09,63.4,8.65,8.16,67.32,165.7266667
77.32,93.27,61.1,33.89,3.05,72.16,155.4
113.17,89.16,16.55,26.36,2.02,186.62,274.9
140.82,72.5,82.72,43.49,7,180,316.2461538
27.62,86.23,73.53,32.45,0.16,145.08,166.7910448
26.03,138.7,48.22,35.49,8.55,21.83,126.1333333
121.08,119.78,23.86,15.62,0.93,158.05,301.0615385
22.1,103.19,47,41.98,6.13,126.77,139.4626866
129.83,35.97,33.22,6.68,3.74,196.68,307.7923077
46.76,70.53,87.13,47.15,1.08,192.01,260
40.62,125.02,26.57,24.37,7.3,85.53,117.0133333
100.62,74.88,33.22,45.21,7.82,63.18,233.0666667
87.55,143.88,82.09,39.72,6.73,34.22,189.5
49.76,195.71,58.48,4.09,7.99,41.07,164.14
18.89,148.39,40.34,49.04,8.43,40.36,132.5933333
40.39,93.28,29.1,41.24,4.96,96.71,96.71
135.75,152.97,8.58,11.11,4.21,110.22,312.3461538
142.33,17.06,32,5.01,6.13,121.23,317.4076923
46.58,141.48,68.15,43.03,5.89,18.82,127.9866667
118.96,98.14,46.15,25.76,4.69,95.66,294.2
61.8,70.18,98.62,20.06,7.62,139.71,158.7761194
83.55,132.58,32.46,13.92,3.62,187.39,248.1538462
136.96,196.7,30.55,12.61,8.1,103.19,313.2769231
65.6,34.44,54.44,20.29,5.5,104.55,116.3333333
64.39,113.88,67.24,16.62,8.45,141.48,161.4179104
96.68,135.6,78.74,19.7,7.92,187.1,247.4102564
100.09,70.54,29.96,4.76,1.04,96.58,231.3
116.72,42.33,40.42,26.43,6.73,12.94,286.7333333
86.95,141.28,51.38,18.36,2.05,156.69,187.5
98.09,41.07,84.74,35.46,3.58,44.93,224.6333333
37.75,178.24,34.14,15.21,6.34,115.4,152.4933333
68.01,134.73,54.94,10.57,6.05,87.31,124.3666667
20.12,173.26,29.49,25.29,6.9,105.93,149.1733333
148.46,149.98,16.3,8.3,2.18,187.58,322.1230769
72.98,115.32,72.04,31.11,8.81,127.09,140.9333333
99.12,73.28,72.1,40.53,7.83,51.5,228.0666667
105.41,65.91,77,3.24,6.65,66.13,249.0333333
66.12,186.92,82.69,41.62,2.77,77.64,158.28
134.01,105.24,11.24,47.08,6.56,20.13,311.0076923
38.71,158.53,91.45,14.86,1.68,84.25,139.3533333
67.39,159.01,42.44,46.59,4.29,25.04,139.6733333
107.13,84.85,33.42,19.37,8.21,140.75,254.7666667
131.67,140.24,31.78,38.21,4.2,169.39,309.2076923
9.7,101.78,8.6,36.72,6.16,131.17,146.0298507
120.44,167.81,18.18,28.47,7.11,97.61,145.54
47.17,36.36,73.16,29.15,7.79,199.03,278
88.99,91,80.33,15.76,2.63,93.76,194.3
26.95,122.09,78.37,13.61,1.47,32.19,115.06
99.31,179.4,99.99,21.97,3.81,127.62,228.7
127.62,108.37,49.34,32.97,4.88,193.06,306.0923077
122.78,96.63,12.46,35.11,1.86,153.84,302.3692308
89.67,193.23,39.53,37.27,2.75,151.67,196.5666667
71.78,122.81,89.51,9.19,8.25,194.84,267.2564103
18.88,180.63,70.48,24.56,6.02,29.89,154.0866667
132.78,125.87,26.68,32.29,9.78,114.06,310.0615385
147.61,137.08,40.43,24.43,8.19,173.43,321.4692308
94.2,64.97,62.59,5.22,4.85,136.1,211.6666667
118.62,145.42,91.39,40.41,8.24,166,293.0666667
124.46,10.74,94.25,39.15,0.67,183.88,303.6615385
78.92,36.36,10.05,41.36,2.63,86.66,160.7333333
36.12,28.54,6.02,36.1,4.79,99.6,99.6
132.91,106.89,96.33,47.99,2.01,32.71,310.1615385
20.69,138.7,72.77,17.56,3.78,111.74,126.1333333
111.09,59.67,36.59,9.27,1.58,46.26,267.9666667
131.85,116.69,90.02,27.88,8.99,65.23,309.3461538
84.67,10.36,57.61,35.13,0.81,38.08,179.9
57.71,46.92,50.36,2.94,1.41,53.16,95.51666667
21.28,15.5,46.81,29.78,7.71,10.05,58.2625
77.06,121.68,26.55,12.46,4.79,43.06,154.5333333
107.95,106.5,59.63,45.7,4.5,109.31,257.5
24.9,34.7,61.78,45.54,0.22,52.74,76.975
5.52,116.2,69.35,40.05,4.73,43.19,111.1333333
110.68,136.45,58.84,19.76,3.1,159.37,266.6
89.21,121.95,36.65,11.24,2.87,121.54,195.0333333
76.39,115.09,82.95,47.64,5.31,188.43,250.8205128
71.65,186.15,79.05,22.72,9.4,79.51,157.7666667
28.91,62.36,31.52,34.83,4.92,177.23,222.1025641
39.02,105.91,95.95,28.32,2.94,19.21,115.95
45.37,53.48,40.95,29.24,5.2,94.79,94.79
95.35,15.99,63.59,8.61,8.27,157.15,215.5
38.37,46.46,66.11,15.01,4.72,152.83,178.358209
20.1,131.44,67.75,1.59,4.53,81.96,121.2933333
19.01,134.42,85.6,33.97,1.13,53.96,123.28
144.12,37.36,82.4,24.31,3.58,93.58,318.7846154
25.65,193.18,70.91,20.23,5.77,146.74,169.2686567
13.13,68.51,36.18,5.63,9.23,32.86,68.51
54.07,79.38,36.97,19.32,4.34,164.92,196.4029851
131.89,164.88,18.49,6.48,7.27,34.4,309.3769231
32.96,116.86,20.67,15.24,1.59,127.54,140.6119403
37.59,54.6,60.06,38.77,2.78,54.61,74.825
134.98,88.22,74.73,31.77,3.62,88.86,311.7538462
60.21,114.56,29.96,10.91,4.77,176.07,219.1282051
138.05,62.9,61.23,25.41,2.09,96.97,314.1153846
39.72,165.63,25.94,31.65,9.26,16.21,144.0866667
14.44,90.4,98.73,22.7,6.25,195.25,268.3076923
149.26,39.19,54.54,37.17,1.59,70.58,322.7384615
19.7,90.44,29.32,45.69,8.74,12.52,90.44
135.01,34.32,29.23,31.59,7.44,196.54,311.7769231
67.64,113.92,18.09,6.51,1.13,111.37,123.1333333
87.19,142.66,29.56,35.8,5.57,151.49,188.3
87.72,181.64,28.6,36.42,6.39,153.39,190.0666667
41.67,154.08,77.31,35.39,2.59,61.29,136.3866667
27.38,171.82,66.01,38.54,4.23,190.64,256.4871795
10.25,137.16,41.98,14.02,2.24,92.63,125.1066667
66.24,86.64,15.94,35.67,1.49,163.59,194.4179104
25,42.08,56.75,8.58,9.65,55.76,70.6875
67.98,146.17,42.85,15.87,7.55,22.28,131.1133333
98.35,101.05,6.79,36.2,8.61,81.92,225.5
133.03,132.3,96.84,16.81,0.52,113.71,310.2538462
141.45,60.73,18.68,17.82,3.17,16.53,316.7307692
91.57,112.69,5.01,19.06,9.8,24.86,202.9
22.57,178.42,73.64,38.32,5.39,143.07,163.7910448
133.07,175.55,29.82,31.47,1.97,138.26,310.2846154
104.73,84.18,99.78,43.54,9.19,168,246.7666667
138.83,127.2,13.13,31.24,9.54,99.14,314.7153846
132.43,197.89,26.67,6.81,6.98,112.42,309.7923077
17.42,66.45,15.09,17.31,8.46,87.56,87.56
24.25,129.56,89.01,13.03,0.8,119.02,127.8955224
135.57,77.29,11.18,8.99,2.91,66.71,312.2076923
14.31,193.67,39.54,47.07,9.42,36.34,162.78
102.92,192.21,99,19.28,7.24,59.86,240.7333333
38.86,76.21,78.56,38.35,7.69,113.76,120.0447761
83.87,45.75,48.03,49.79,0.72,190.77,256.8205128
50.75,109.41,15.89,46.98,0.48,33.76,106.6066667
117.71,198.16,40.27,34.87,1.93,132.07,290.0333333
55.88,16.18,20.99,43.66,8.83,171,206.1282051
93.9,192.59,82.18,40.64,0.29,108.11,210.6666667
133.66,153.66,7,19.53,4.17,37.9,310.7384615
20.03,158.66,96.41,15.58,4.56,49.68,139.44
70.15,116.39,91.99,3.58,1.92,46.09,131.5
39.15,187.97,54.49,36,4.63,185.84,244.1794872
59.68,131.5,40.85,4.61,0.11,84.94,121.3333333
89.97,178.49,97.36,46.89,7.33,85.99,197.5666667
51.47,118.95,21.46,24.63,4.42,194.42,266.1794872
90.48,135.77,39.83,31.87,9.16,169.37,201.9487179
145.82,106.32,20.78,13.57,7.9,74.61,320.0923077
83.28,145.25,26.18,15.29,7.59,102.51,175.2666667
107.27,130,44.12,23.66,1.55,160.35,255.2333333
60.15,77.22,18.71,28.61,9.43,113.65,119.880597
45.25,188.13,42.3,23.15,0.11,89.83,159.0866667
145.18,67.49,87.69,26.1,6.46,68.06,319.6
134.92,124.29,74.19,15.63,7.03,102.77,311.7076923
76.94,25.03,15.7,30.89,5.28,95.59,154.1333333
135.43,39.49,61.84,9.06,8.73,15.61,312.1
98.38,73.35,93.17,18.54,7.94,57.54,225.6
26.64,54.5,38.37,28.4,4.12,24.45,54.5
19.01,84.42,14.44,41.66,4.83,157.17,184.8358209
105.06,94.68,73.49,39.81,0.19,155.92,247.8666667
35.67,77.35,21.98,30.37,2.96,31.2,77.35
62.13,124.72,71.29,36.68,8.44,129.09,142.9253731
32.66,122.42,20.98,32.06,1.55,84.04,115.28
59.56,47.19,51.26,7.96,2.09,55.72,98.6
85.83,57.93,53.99,49.83,1.78,104.23,183.7666667
113,52.44,80.58,33.71,2.74,113.68,274.3333333
6.73,175.51,14.84,22.21,1.14,174.43,214.9230769
43.35,108.2,61.78,32.96,5.15,83.58,105.8
45.17,19.94,13.39,9.44,7.46,78.44,78.44
132.3,151.04,6.77,34.16,6.48,11.77,309.6923077
14.29,180.35,42.39,41.66,7.96,10.16,153.9
37.36,164.99,10.11,39.91,9.37,28.3,143.66
6.77,163.23,82.88,17.78,8.13,139.36,158.2537313
8.88,168.47,87.84,19.33,4.25,13.5,145.98
65.71,151.96,9.57,5.53,7.88,94.49,134.9733333
76.88,143.35,47.65,3.11,4,126.54,153.9333333
126.27,97.08,61.05,6.6,9.33,141.77,305.0538462
27.9,108.13,90.86,24.18,7.02,14.66,110.86
8.58,101.55,9.28,8.83,6.62,187.24,247.7692308
93.26,81.29,50.69,41.18,4.08,182.87,236.5641026
60.07,128.74,45.72,15.32,5.15,107.34,119.4933333
61.27,148.39,93.38,15.03,6.02,169.24,201.6153846
118.04,194.76,34.12,21.77,3.24,74.47,291.1333333
147.17,121.15,24.14,43.77,8.43,92.18,321.1307692
45.92,50.66,10.13,7.67,2.28,124.14,135.5373134
22.29,110.4,98.27,7.94,9.67,83.98,118.27
25.84,165.89,31.29,28.21,4.49,137.86,156.0149254
84.97,38.5,45.07,42.2,1.63,52.06,180.9
18.23,62.61,47.64,42.87,8.51,58.92,62.61
91.89,171.16,46.64,20.37,5.82,88.87,203.9666667
57.53,44.48,12.55,33.57,6.54,162.69,193.0746269
80.25,189.25,71.24,26.41,8.68,130.48,165.1666667
87.15,87.28,71.25,16.6,6.93,28.01,188.1666667
82.6,80.25,89.43,46.84,1.9,105.95,173
28.16,11.63,72.79,43.72,8.65,103.19,104.2686567
98.46,148.77,59.97,38.8,3.87,193.4,263.5641026
85.05,58.04,72.89,36.42,7.58,129.05,181.1666667
37.56,177.99,5.16,33.63,4.07,156.06,183.1791045
134.31,107.09,21.76,6.45,4,33.37,311.2384615
117.41,143.88,55.75,25.2,9.1,178.16,289.0333333
